price,square,constructionTime,elevator,district
40892,116.16,2008,1,7
100439,27.38,2008,1,1
38086,39.91,2008,1,7
39905,218.02,2008,0,4
67879,165,2008,1,7
65325,225.03,2008,1,7
59381,100.37,2008,1,7
27911,55.17,2008,1,6
26940,138.46,2008,1,6
20720,197.88,2008,1,6
48447,89.17,2008,1,8
65963,108.85,2008,1,2
36271,85.47,2008,1,7
55871,247,2008,0,7
33104,153.91,2008,1,6
41234,56.75,2008,1,7
41828,56.9,2008,1,8
51112,90,2008,1,2
73566,60.49,2008,1,1
26332,134.06,2008,1,6
9841,157.52,2008,1,13
12697,157.52,2008,1,13
44226,98.36,2008,1,7
53173,186,2008,1,7
63796,234.5,2008,1,7
19779,42.47,2008,1,3
26695,121,2008,1,6
40886,91.72,2008,1,7
52411,85.67,2008,1,7
56897,58,2008,1,7
56035,58,2008,1,7
46805,204.68,2008,1,7
72927,82,2008,1,1
73530,68,2008,1,1
56105,208.36,2008,1,7
25000,96,2008,1,5
125195,154.16,2008,1,10
35409,60.72,2008,1,7
49196,87,2008,1,2
79246,265,2008,0,8
51837,90.67,2008,1,8
50280,89.5,2008,1,8
42433,148,2008,1,7
33826,74.5,2008,1,7
10522,285.12,2008,1,5
52809,89,2008,1,8
29589,99.7,2008,1,6
32632,95,2008,1,12
22887,38.8,2008,1,6
76320,210.3,2008,1,7
66286,175,2008,1,7
63659,84.67,2008,1,7
33207,94.86,2008,1,6
57952,135.63,2008,1,7
27132,61,2008,1,6
114983,83.23,2008,1,10
60372,147.09,2008,1,7
86578,167.48,2008,1,1
106656,58.6,2008,1,10
51572,70,2008,1,7
43250,66.59,2008,1,7
95768,52.21,2008,1,10
52156,108.33,2008,1,7
23810,84,2008,0,6
64706,187,2008,1,7
55941,101,2008,1,9
37932,58,2008,1,7
53429,181.55,2008,1,7
28336,115.05,2008,1,7
35489,58.61,2008,1,7
48322,90.85,2008,1,2
81250,240,2008,0,7
22728,44,2008,1,6
71429,147,2008,1,10
28781,73.66,2008,0,6
52926,102.03,2008,1,7
44286,105,2008,1,7
72223,180,2008,1,7
22183,33.36,2008,1,3
72087,302,2008,1,7
50000,110,2008,1,7
57371,183.02,2008,1,7
70397,126,2008,1,7
67375,94.25,2008,1,7
95285,30.96,2008,1,1
62302,135.63,2008,1,7
80507,151.54,2008,1,7
30065,69.85,2008,1,7
49668,167.11,2008,1,7
24500,60,2008,1,8
45850,170.12,2008,1,7
41404,50.72,2008,1,6
32147,124.43,2008,0,6
48875,51.97,2008,1,7
52858,70,2008,1,7
51262,50.72,2008,1,8
35533,74.58,2008,1,13
38966,58,2008,1,7
57771,108.88,2008,1,7
52971,48.14,2008,1,7
60547,141.71,2008,1,7
26562,87.72,2008,1,11
43755,105.36,2008,1,7
44050,60.84,2008,1,6
31925,32.89,2008,1,3
52030,110.13,2008,1,7
43270,93.83,2008,1,2
58732,108.97,2008,0,8
57895,57,2008,1,7
52650,147.2,2008,1,7
41631,92,2008,1,13
67458,118,2008,1,7
82232,285.78,2008,1,10
57035,144.65,2008,1,8
61825,59.2,2008,1,7
70324,71.1,2008,1,7
43766,219.35,2008,1,7
30109,148,2008,1,6
62923,147.8,2008,1,7
44765,150.79,2008,1,6
23149,51.84,2008,1,6
35075,134,2008,1,7
66667,171,2008,1,7
30145,99.19,2008,1,13
21348,47.78,2008,1,3
64117,83.13,2008,1,7
47343,56.82,2008,1,6
55999,56.43,2008,1,7
120854,165.49,2008,1,10
57408,81,2008,1,7
51112,135,2008,1,7
37587,58,2008,1,7
30113,89,2008,0,6
39176,97,2008,1,2
58150,120.38,2008,1,7
44658,89.57,2008,0,7
53134,77.88,2008,1,7
31109,53.04,2008,1,3
28177,125.99,2008,0,7
45301,59.16,2008,1,7
60788,113.51,2008,1,7
50553,170.12,2008,1,7
28931,129.62,2008,0,6
40311,96.75,2008,0,7
61798,89,2008,1,7
80410,167.89,2008,1,7
132033,89.66,2008,1,10
40552,127,2008,1,7
70897,145,2008,1,7
60278,72,2008,1,7
37414,58,2008,1,7
28523,147.25,2008,1,12
36991,127.06,2008,1,7
92712,59,2008,1,7
37166,187,2008,1,8
72435,75.24,2008,1,7
57516,64.33,2008,1,2
93821,38.35,2008,1,1
47889,90,2008,1,2
31804,93.7,2008,0,7
23274,90.23,2008,1,5
62725,89.28,2008,1,7
63590,75.17,2008,1,7
47423,97,2008,1,7
22058,90.22,2008,1,5
70417,144,2008,1,7
43399,147.47,2008,0,4
30082,124.66,2008,0,6
74579,248.06,2008,1,7
63289,106.97,2008,1,7
23944,71,2008,0,6
21814,91,2008,1,6
51640,122,2008,1,8
53378,134.7,2008,1,7
25654,104.08,2008,1,2
33830,94,2008,1,13
77822,89.95,2008,1,7
45634,48.21,2008,1,2
45042,121,2008,1,7
133970,76.51,2008,1,10
139566,150.18,2008,1,10
74737,95,2008,1,8
66383,103.19,2008,1,2
38000,75,2008,1,13
40274,74.49,2008,1,7
120390,261.65,2008,1,7
26918,118.14,2008,0,6
61603,151.78,2008,1,7
36803,135.86,2008,1,7
42895,152.7,2008,1,9
63207,52.21,2008,1,10
33421,95.45,2008,1,13
25472,53,2008,1,6
60291,87.41,2008,1,7
73791,248,2008,1,7
37203,71.77,2008,1,7
41387,132.41,2008,1,6
52814,84.07,2008,1,10
67416,87.22,2008,1,2
47421,103.33,2008,1,7
44672,62.68,2008,1,2
48829,89.19,2008,1,8
23596,89,2008,1,11
44575,94,2008,1,2
58081,39.6,2008,1,7
42914,55.46,2008,1,7
43006,67.2,2008,1,7
40422,56.9,2008,1,8
28814,118,2008,1,8
24756,111.49,2008,1,2
44971,200.13,2008,1,7
42122,66,2008,1,7
61725,145,2008,1,9
71251,104.28,2008,1,7
34964,48.05,2008,1,2
36113,78.92,2008,1,9
25775,127.26,2008,0,6
25621,128.61,2008,0,6
57876,134.08,2008,1,7
52375,139,2008,1,7
52546,91.35,2008,1,8
110878,152.42,2008,1,10
28516,256,2008,0,6
56945,108,2008,1,13
22341,47,2008,1,6
23713,204.53,2008,1,6
37385,104.32,2008,1,7
40905,90.7,2008,0,7
35999,66.67,2008,1,7
78596,89.7,2008,1,7
53134,70.2,2008,1,7
43826,125.04,2008,1,2
52664,106.62,2008,1,7
77659,217.62,2008,1,7
50614,104.32,2008,1,7
48141,68.55,2008,1,7
30233,43,2008,1,3
63319,93.97,2008,1,7
29216,51,2008,1,12
57866,89,2008,1,7
26892,97.8,2008,1,12
73750,88,2008,1,1
26519,103.7,2008,1,6
30852,47,2008,1,3
54764,89.11,2008,1,7
42815,117.95,2008,1,2
32809,89,2008,0,6
52972,129.24,2008,1,7
96057,108.79,2008,1,1
26437,74.14,2008,1,11
24890,70.31,2008,0,6
33084,45.34,2008,1,7
36377,91.68,2008,1,2
86577,56.02,2008,1,10
59664,89.67,2008,1,7
54158,91.4,2008,1,8
42174,89.63,2008,0,6
73377,119.93,2008,1,1
44327,98.36,2008,1,7
11137,281.06,2008,1,5
29800,75,2008,1,6
32279,79,2008,1,6
36835,170.22,2008,1,7
54960,70.78,2008,1,7
41994,114.78,2008,1,7
63244,148,2008,1,9
35388,81.95,2008,1,4
52576,66,2008,1,8
44304,80.92,2008,0,7
82522,121.18,2008,1,7
29217,75.3,2008,1,12
38896,98.34,2008,1,7
64584,72,2008,1,7
41752,83.11,2008,1,7
64311,80.08,2008,1,1
51042,144,2008,1,7
22122,33,2008,1,3
60444,119.45,2008,1,7
26495,127.95,2008,0,6
60387,161.46,2008,1,7
71439,142.78,2008,1,7
30357,146.92,2008,0,6
29741,154,2008,1,6
45548,87.82,2008,1,7
35337,75.56,2008,1,13
48190,74.29,2008,1,1
47170,84.8,2008,1,7
77932,83.15,2008,1,7
50220,91,2008,1,7
58298,188,2008,1,7
67392,115,2008,1,8
22778,90,2008,1,5
61600,50,2008,1,10
61076,93,2008,0,7
57500,48,2008,1,8
43348,66.44,2008,1,7
37913,91,2008,0,8
49240,171,2008,1,7
59743,72.31,2008,1,7
29102,89,2008,0,6
26037,103.7,2008,1,6
24653,144,2008,1,6
42950,89.64,2008,1,6
70950,110.36,2008,1,7
36167,60,2008,1,7
58965,108.2,2008,1,7
44419,67.54,2008,0,7
39643,59.28,2008,1,7
59299,92.92,2008,1,7
27827,115,2008,1,6
22483,33.36,2008,1,3
61909,137.3,2008,1,7
20174,53.04,2008,1,3
33722,162.51,2008,1,7
52733,44.28,2008,1,7
26001,138.46,2008,1,6
62119,314.24,2008,1,7
56046,71.37,2008,1,7
19307,32.89,2008,1,3
23334,240,2008,0,3
71702,146.44,2008,1,7
41805,69.61,2008,1,7
71967,147.29,2008,1,7
64706,136,2008,1,7
26316,38,2008,1,6
81145,236,2008,1,7
60980,68.22,2008,1,2
30666,48.1,2008,1,7
54652,86,2008,1,8
45002,139.55,2008,1,9
43024,34.4,2008,1,2
23378,38.07,2008,1,6
43330,64.16,2008,1,7
56657,46.95,2008,1,7
84024,170.19,2008,1,8
69388,98,2008,1,7
62433,74,2008,1,2
59560,115.85,2008,1,2
68090,89,2008,1,7
21277,91.18,2008,1,5
24737,38,2008,1,6
27544,118.72,2008,1,7
57860,117.18,2008,1,7
62928,153.35,2008,1,10
68832,77,2008,1,7
21146,96,2008,0,5
43637,110,2008,1,8
56699,308.65,2008,1,7
42937,256.19,2008,1,7
62225,224.83,2008,1,7
69054,98.33,2008,1,7
31563,156.83,2008,1,6
55411,84.46,2008,1,7
43288,93.56,2008,1,7
22999,46.96,2008,1,3
49316,56.27,2008,1,6
62034,118,2008,1,7
31782,235.99,2008,1,6
47612,64.06,2008,1,7
63781,94.7,2008,1,7
42089,76.03,2008,1,7
39056,104.34,2008,1,7
45200,150,2008,1,8
50160,78.15,2008,1,7
35834,60,2008,1,7
91766,144.39,2008,1,1
37130,47.94,2008,1,7
42554,47,2008,1,6
52276,73.84,2008,1,7
142858,287,2008,1,7
59475,84.07,2008,1,7
41098,82,2008,1,13
82883,149.61,2008,1,7
35424,67.47,2008,1,7
47519,56.82,2008,1,6
36905,89.69,2008,1,13
16154,130,2008,0,5
18966,58,2008,1,6
51979,84.65,2008,1,7
63264,90.1,2008,1,7
42542,70.52,2008,1,2
27932,87,2008,1,11
36377,50.72,2008,1,6
79827,258.06,2008,1,7
36394,145.63,2008,1,6
19692,129.5,2008,0,5
81894,48.6,2008,1,1
96271,51.21,2008,1,7
72728,77,2008,1,7
44903,60.13,2008,1,7
47691,127.07,2008,1,7
58398,122.95,2008,1,7
38953,104.23,2008,1,7
29582,128.46,2008,0,6
37322,67.12,2008,0,8
21667,48,2008,1,3
60852,98.6,2008,1,7
28551,139.4,2008,0,6
28825,119.69,2008,0,6
54694,49,2008,1,8
50603,83,2008,1,8
46371,101.68,2008,1,7
18996,47.38,2008,1,3
86839,95.58,2008,1,1
45323,58.69,2008,1,7
48438,86.71,2008,1,1
16868,83,2008,0,6
63756,145.87,2008,1,7
25938,48,2008,1,3
65611,75.14,2008,1,7
38462,48.88,2008,1,6
67038,70.11,2008,1,7
29907,107,2008,1,6
62297,89.09,2008,1,7
40548,78.92,2008,1,9
67045,100.68,2008,1,7
80894,197.79,2008,1,7
47095,56.27,2008,1,6
55796,48.57,2008,1,7
66273,104.87,2008,1,2
46695,107.08,2008,1,7
32844,102,2008,1,6
73393,61.11,2008,1,1
24377,124.3,2008,0,6
81890,127,2008,1,8
34399,56.98,2008,1,2
64467,117.89,2008,1,7
44727,73,2008,0,7
66097,113.47,2008,1,7
45639,59.16,2008,1,7
42320,89.32,2008,1,6
46342,82,2008,1,13
61307,42.41,2008,0,8
80556,90,2008,1,7
28785,158.07,2008,1,6
68386,90.37,2008,0,8
47316,48.61,2008,1,7
35758,98.16,2008,0,6
28650,82.2,2008,1,12
26300,125.86,2008,0,6
92024,84,2008,1,1
30707,131.6,2008,1,6
36863,51,2008,1,6
49165,89.19,2008,1,8
77302,63,2008,1,7
63733,117.68,2008,1,7
54816,156.16,2008,1,7
42645,92.86,2008,1,7
37125,80,2008,1,4
63281,97.66,2008,1,7
52048,586,2008,1,7
35584,117.19,2008,0,11
59524,61.32,2008,1,2
32019,98.38,2008,0,6
23810,90.09,2008,1,5
21711,38,2008,1,7
27928,159.34,2008,0,3
56380,64.74,2008,1,1
47239,92.51,2008,1,7
53803,74.16,2008,1,7
60526,86.74,2008,1,7
48727,72.24,2008,1,7
23628,87.61,2008,1,11
49248,71.07,2008,1,2
40107,187,2008,1,8
99441,48.27,2008,1,10
32209,65.2,2008,1,7
54302,43.94,2008,1,7
34483,58,2008,1,7
46279,102.64,2008,1,7
38030,57.85,2008,1,7
38984,53.1,2008,1,4
40106,56.85,2008,1,7
55901,161,2008,1,7
60736,124.31,2008,1,7
30527,95,2008,0,7
57611,86.79,2008,0,8
36021,68.85,2008,1,2
49762,115.15,2008,1,2
63896,77.47,2008,1,7
46395,150.45,2008,1,7
48142,113,2008,1,6
65003,86.15,2008,1,2
21284,32.89,2008,1,3
34625,80,2008,1,7
41315,98.27,2008,1,7
51528,83.45,2008,1,7
60571,76.44,2008,1,7
57827,92,2008,1,7
61560,134.83,2008,1,9
48555,81.97,2008,1,8
87756,47.86,2008,1,1
23031,33,2008,1,3
22951,61,2008,1,6
21596,144.94,2008,1,5
41207,58,2008,1,7
44955,87.2,2008,1,6
108252,48.96,2008,1,10
61511,89.09,2008,1,7
68317,101,2008,1,7
88028,153.93,2008,1,7
36921,47.67,2008,1,2
62242,72.46,2008,1,7
60694,86.5,2008,1,7
55143,70,2008,1,7
37912,92.32,2008,1,7
37451,75.3,2008,1,8
29220,160.85,2008,1,6
45758,154.29,2008,1,1
40568,59.16,2008,1,7
38750,40,2008,1,7
34848,134.3,2008,1,7
63207,52.21,2008,1,10
34681,33.16,2008,1,3
29625,80,2008,1,8
65130,88.9,2008,1,7
36243,156.72,2008,1,7
57028,119.24,2008,1,7
44483,58,2008,1,7
27935,134.78,2008,0,6
59811,95.97,2008,1,7
62914,92.19,2008,1,7
57246,139.75,2008,1,7
77500,185.55,2008,1,7
70469,92.24,2008,1,2
23089,68,2008,1,6
67495,117.64,2008,1,2
66292,181.02,2008,1,2
54917,92.14,2008,1,7
63562,146,2008,1,8
54941,130.87,2008,1,7
48190,68.48,2008,1,7
34242,110.89,2008,1,13
34849,66,2008,1,7
70851,38.08,2008,0,8
33607,61,2008,1,7
23389,36.77,2008,1,7
69079,60.8,2008,1,2
69768,129,2008,1,8
68643,87.41,2008,1,8
68662,48.79,2008,1,10
53761,158.11,2008,1,7
41139,70.98,2008,1,7
34630,216,2008,1,8
45977,81.89,2008,1,6
65517,62.58,2008,1,7
47102,89.17,2008,1,8
50856,69.57,2008,1,7
69853,136,2008,1,7
36090,91.44,2008,1,7
38536,67.47,2008,1,7
32408,127.44,2008,1,4
77406,92.5,2008,1,1
39929,72.63,2008,1,2
47460,68.48,2008,1,7
47939,97,2008,1,7
57684,86.68,2008,1,7
43780,59.16,2008,1,7
35515,60.82,2008,1,6
51836,107.07,2008,1,7
44556,81.92,2008,1,6
37256,44.02,2008,1,2
56901,62.39,2008,1,7
75573,114.46,2008,1,7
77014,161.01,2008,1,7
36766,49,2008,1,2
59701,131.49,2008,1,7
44667,60,2008,1,7
41516,93.94,2008,1,7
63140,133.83,2008,1,7
46366,103.31,2008,1,7
18310,42.6,2008,1,3
68853,61,2008,1,10
21682,53.04,2008,1,3
63265,61.33,2008,1,2
33637,110,2008,1,4
50074,67.9,2008,1,7
29334,123.41,2008,1,6
48740,113.87,2008,0,4
25428,125.85,2008,1,6
32249,70.39,2008,1,7
26357,51.22,2008,1,12
50379,159.79,2008,1,7
53288,86.7,2008,0,7
32717,74.58,2008,1,13
74608,113.93,2008,1,7
62309,78.32,2008,1,7
54327,104,2008,1,7
23831,33.36,2008,1,3
70088,114,2008,1,7
60160,92.92,2008,1,7
49501,107.07,2008,1,7
42059,130.77,2008,1,6
31324,89.39,2008,1,6
50659,29.61,2008,1,8
65437,101.32,2008,1,9
41209,58.24,2008,1,7
41323,67.76,2008,1,7
50313,115.28,2008,1,6
35000,113.86,2008,1,6
35250,79.15,2008,1,13
39216,51,2008,1,6
36552,194.93,2008,1,7
43578,87.2,2008,1,6
44823,87.01,2008,1,7
22147,46.96,2008,1,3
53712,166.63,2008,1,8
72046,44,2008,1,10
67072,47.71,2008,1,10
35456,46.96,2008,1,2
83610,172.23,2008,1,8
71642,67,2008,1,1
47810,197.66,2008,1,7
59884,86,2008,1,7
66916,48.27,2008,1,10
64143,61.27,2008,1,2
40326,92.25,2008,0,8
44020,130.85,2008,1,7
78855,227,2008,0,8
69739,80.3,2008,0,8
36128,86.36,2008,1,7
50204,54.18,2008,1,7
41472,55.46,2008,1,7
37852,49.14,2008,1,6
108140,138.71,2008,1,10
48091,109.17,2008,0,8
53705,65.73,2008,1,7
55075,87.7,2008,1,7
35558,75.37,2008,1,13
24352,119.09,2008,0,6
43991,70.47,2008,1,2
35708,148.43,2008,1,7
46570,169.64,2008,1,7
58485,111.14,2008,1,7
23587,78.01,2008,0,6
64773,163.65,2008,1,7
19114,91.56,2008,0,5
41103,83.45,2008,1,7
47339,62.74,2008,0,7
38027,38,2008,1,2
36071,34.1,2008,1,2
52138,135.22,2008,1,7
61960,91.35,2008,1,7
83529,72.55,2008,1,7
45390,90.55,2008,1,7
58962,97.86,2008,1,7
38427,163.43,2008,1,7
37420,124,2008,1,7
43250,66.59,2008,1,7
66920,48.79,2008,1,10
37143,52.5,2008,1,7
34436,98.33,2008,0,6
63992,90.95,2008,0,8
50359,127.09,2008,1,7
47340,102.24,2008,1,7
66112,90,2008,1,7
32367,89.6,2008,0,6
48161,56.27,2008,1,6
42474,93,2008,0,8
29058,52.31,2008,1,7
64328,171,2008,1,7
110359,163.83,2008,1,1
50437,96.16,2008,1,7
58732,166.86,2008,1,9
24105,87.12,2008,1,11
41122,162.93,2008,1,6
22791,43,2008,1,3
61105,117.83,2008,1,7
63119,40.4,2008,1,7
49615,89.49,2008,1,8
51256,68.48,2008,1,7
59844,103.27,2008,1,7
76037,65.1,2008,1,7
66239,101.15,2008,1,7
38334,60,2008,1,7
35313,215.22,2008,1,7
68910,61.82,2008,1,7
59129,152.21,2008,1,7
63633,159.98,2008,1,7
26534,118.72,2008,1,7
62842,133.67,2008,1,7
51021,67.62,2008,1,7
70834,120,2008,1,8
52169,83,2008,1,8
66038,65.72,2008,1,7
37694,53.06,2008,1,3
48772,285,2008,1,7
59706,57.7,2008,1,8
44517,86.71,2008,1,6
33503,49.25,2008,1,7
34567,94.31,2008,1,13
50725,74.52,2008,1,7
28861,52.32,2008,1,7
56464,119.9,2008,1,7
29204,130.12,2008,0,6
54300,40.7,2008,1,7
57241,99.58,2008,1,7
57943,80.77,2008,1,7
48025,59.24,2008,1,7
53609,97,2008,1,7
42049,83,2008,1,6
48770,86.12,2008,1,6
23473,55.17,2008,1,6
53749,44.28,2008,1,7
41172,90.84,2008,0,8
45601,80.92,2008,0,7
62043,102.43,2008,1,7
74643,98.47,2008,1,7
67523,119.96,2008,1,2
31913,112.81,2008,1,7
64861,78.63,2008,1,8
61631,92,2008,1,7
59544,92.37,2008,1,7
39788,78.92,2008,1,9
41380,58,2008,1,7
22697,89,2008,1,11
32697,89,2008,0,6
32645,84.24,2008,1,6
52863,68.48,2008,1,7
49504,68.48,2008,1,7
49537,139.29,2008,1,7
50827,111.95,2008,0,8
30790,95,2008,1,13
27612,67,2008,1,7
46736,81.95,2008,1,4
43830,92.86,2008,1,7
42150,37.96,2008,1,2
52124,157.32,2008,1,8
55715,70,2008,1,7
66180,90.36,2008,0,8
44439,142.33,2008,0,4
40625,208,2008,0,4
48659,51.79,2008,1,7
48447,89.17,2008,1,8
32019,98.38,2008,0,6
33125,96,2008,0,7
28125,64,2008,1,11
51956,89.5,2008,1,8
54902,51,2008,1,7
68790,92.31,2008,1,7
23422,90.09,2008,1,5
38250,50.72,2008,1,6
47091,65.3,2008,1,7
52778,108,2008,1,7
36915,148.45,2008,1,7
57483,302.7,2008,1,7
87036,170.85,2008,1,7
32692,84.12,2008,1,6
53131,105.4,2008,1,7
68515,94.87,2008,1,7
47422,67.48,2008,1,7
48148,85.57,2008,1,7
46764,57.31,2008,1,7
38307,56.91,2008,1,7
51429,84,2008,1,7
35956,57.85,2008,1,2
28422,68.61,2008,1,7
62756,98,2008,1,7
75274,146,2008,1,7
38556,53.17,2008,1,3
53334,60,2008,0,8
48394,97.12,2008,1,7
37988,184.27,2008,1,10
31136,109.2,2008,1,4
63275,131.49,2008,1,7
62200,106.11,2008,1,7
62318,129.82,2008,1,7
50454,56.29,2008,1,6
49791,136.17,2008,1,7
31148,61,2008,1,12
29254,124.43,2008,0,6
29240,92.34,2008,1,3
87723,48.79,2008,1,10
63704,115.85,2008,1,2
61135,61.34,2008,1,7
53016,60.36,2008,1,7
47852,270,2008,1,7
23151,90.71,2008,1,11
22892,46.96,2008,1,3
58742,93.29,2008,1,7
59997,63.17,2008,1,7
53872,73.88,2008,1,7
51052,102.25,2008,1,7
43824,143.76,2008,1,9
45862,115.13,2008,1,9
62234,100.91,2008,1,9
56754,88.1,2008,1,7
26156,90.23,2008,1,5
42516,44.69,2008,1,2
55000,86,2008,1,8
47330,59.16,2008,1,7
26744,134.61,2008,1,3
64286,57.4,2008,1,7
67688,239.04,2008,1,7
27826,122.19,2008,1,6
44338,93.6,2008,1,2
55556,63,2008,0,7
61785,88.21,2008,1,7
51395,155.66,2008,1,7
27559,130.63,2008,1,6
31965,112,2008,0,6
52199,83.91,2008,1,7
45947,67.47,2008,1,7
44115,235.75,2008,1,7
32147,124.43,2008,0,6
66859,90.19,2008,0,8
50000,83,2008,0,7
139714,37.72,2008,1,10
53050,90.67,2008,1,8
36948,144.8,2008,0,4
31359,126.6,2008,1,13
27059,84.63,2008,0,6
61835,139.08,2008,1,7
41810,58.24,2008,1,7
37402,48.26,2008,1,2
62031,95.92,2008,0,8
49082,98,2008,1,7
19145,42.78,2008,1,3
49597,248,2008,1,7
35765,56.76,2008,1,2
32496,74.78,2008,1,6
26182,80.21,2008,0,6
67347,98,2008,1,7
11372,89.7,2008,1,8
66866,134,2008,1,7
55479,86.52,2008,1,7
47695,113.85,2008,1,6
61543,305.48,2008,1,1
53677,74.52,2008,1,7
52401,59.16,2008,1,7
22573,46.96,2008,1,3
33544,98.38,2008,0,6
46465,122.46,2008,1,2
42321,104.44,2008,1,6
27652,128.02,2008,0,6
48626,106.94,2008,1,7
20486,42.47,2008,1,3
30650,77,2008,1,6
46097,138.84,2008,1,7
26705,88,2008,1,11
71053,38,2008,1,7
31247,101.13,2008,0,6
48884,147.29,2008,1,6
63158,76,2008,1,7
60000,148,2008,1,7
46147,59.16,2008,1,7
22804,32.89,2008,1,3
85127,158,2008,1,7
53782,85.16,2008,1,7
32224,70.6,2008,0,6
40381,135.71,2008,1,7
27969,159.82,2008,1,6
41330,91.46,2008,1,7
33300,89.49,2008,1,13
74973,101.37,2008,1,7
53503,237,2008,1,7
41305,43.7,2008,1,7
38173,203.81,2008,1,6
56328,372.82,2008,1,7
48864,81.86,2008,1,7
65944,59.9,2008,1,2
68303,118.59,2008,1,7
32347,47.3,2008,1,7
56452,62,2008,0,8
44003,101.13,2008,1,6
51100,129.16,2008,1,7
30834,60,2008,1,8
46470,88.23,2008,1,7
30865,129.6,2008,0,6
68422,133,2008,1,8
66500,40,2008,0,8
47409,52.1,2008,1,7
55100,156.08,2008,1,7
49020,59.16,2008,1,7
34653,113.99,2008,1,12
33810,84,2008,1,6
53494,41.5,2008,1,7
59488,181.55,2008,1,7
57937,145.85,2008,1,7
82132,114.45,2008,1,8
46148,93.18,2008,1,7
53730,98.27,2008,1,7
69994,72.15,2008,1,7
64195,210.3,2008,1,7
51468,91.32,2008,1,7
55847,139.31,2008,1,7
39926,48.34,2008,1,6
37838,74,2008,1,7
29865,74,2008,0,6
50145,163.13,2008,1,8
33873,89.69,2008,0,6
33466,42.73,2008,1,3
51933,58.73,2008,1,7
27531,160.55,2008,0,3
44300,58.24,2008,1,7
41372,102.97,2008,1,7
43844,88.04,2008,1,7
44665,33.36,2008,1,3
66667,72,2008,1,7
50029,106.94,2008,1,7
32081,98.19,2008,0,6
30297,130.38,2008,1,6
63228,92.84,2008,1,7
49931,86.12,2008,1,6
30129,78,2008,1,8
55004,94.54,2008,1,7
53804,45.35,2008,1,7
72531,97.89,2008,1,7
50941,89.32,2008,1,6
39622,97.17,2008,0,6
51194,95.91,2008,1,7
46068,89,2008,0,7
44090,93.56,2008,1,7
48158,104.76,2008,1,7
33052,99.24,2008,1,13
34224,87.66,2008,0,4
56959,80.76,2008,1,7
77252,77.28,2008,1,7
54109,49.9,2008,1,7
54656,66.69,2008,1,7
34738,69.09,2008,1,2
51332,56.69,2008,1,7
46076,132.39,2008,1,7
46667,81,2008,1,6
82588,230.06,2008,1,7
39185,89.32,2008,0,11
44586,39.25,2008,1,7
51905,83.23,2008,1,8
42912,92.05,2008,1,7
30901,160.19,2008,0,3
45500,40,2008,1,7
29611,130.02,2008,0,6
69982,68.59,2008,1,7
59273,57.7,2008,1,8
42220,91.9,2008,1,7
24769,127.18,2008,1,6
